"repeat_id","scenario","model","metric","value","n_evaluated","evaluation_set","metric_status","metric_warning","unit"
5,"hypercorrection_excluded_train_only","linear","rmse",4.29714818338392,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"hypercorrection_excluded_train_only","linear","mae",3.41248089150339,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"hypercorrection_excluded_train_only","linear","mean_error",0.0161023400436875,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"hypercorrection_excluded_train_only","linear","calibration_intercept",-0.319298944512885,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"hypercorrection_excluded_train_only","linear","calibration_slope",0.928200919288633,615,"same_complete_test_folds_615_per_repeat","available",,"proportion_or_slope"
5,"cobb_baseline_augmented","linear","r2",0.3747475344499,615,"same_complete_test_folds_615_per_repeat","available",,"proportion_or_slope"
5,"cobb_baseline_augmented","linear","rmse",4.22896829652988,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"cobb_baseline_augmented","linear","mae",3.39405790281566,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"cobb_baseline_augmented","linear","mean_error",-0.00266350161076418,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"cobb_baseline_augmented","linear","calibration_intercept",-0.263715322778343,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"cobb_baseline_augmented","linear","calibration_slope",0.943891449939105,615,"same_complete_test_folds_615_per_repeat","available",,"proportion_or_slope"
5,"training_mean_delta","linear","r2",-0.00160216581067285,615,"same_complete_test_folds_615_per_repeat","available",,"proportion_or_slope"
5,"training_mean_delta","linear","rmse",5.35247133807564,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"training_mean_delta","linear","mae",4.25128054518206,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"training_mean_delta","linear","mean_error",-0.000313532949291423,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"training_mean_delta","linear","calibration_intercept",-46.4729721747047,615,"same_complete_test_folds_615_per_repeat","available",,"degrees_delta"
5,"training_mean_delta","linear","calibration_slope",-8.98344746790531,615,"same_complete_test_folds_615_per_repeat","available",,"proportion_or_slope"
5,"primary","logistic","auc",0.845912815192768,615,"same_complete_test_folds_615_per_repeat","available",,"proportion_or_slope"
5,"primary","logistic","brier_score",0.159723640410653,615,"same_complete_test_folds_615_per_repeat","available",,"squared_probability_error"
5,"primary","logistic","log_loss",0.488521756063658,615,"same_complete_test_folds_615_per_repeat","available",,"logarithmic_score"
5,"primary","logistic","calibration_in_the_large",-0.00153229445134118,615,"same_complete_test_folds_615_per_repeat","available",,"log_odds"
5,"primary","logistic","calibration_slope",0.865089224043191,615,"same_complete_test_folds_615_per_repeat","available",,"proportion_or_slope"
5,"influence_excluded_train_only","logistic","auc",0.838947346135117,615,"same_complete_test_folds_615_per_repeat","available_with_warning","glm.fit: fitted probabilities numerically 0 or 1 occurred","proportion_or_slope"
5,"influence_excluded_train_only","logistic","brier_score",0.172865454248984,615,"same_complete_test_folds_615_per_repeat","available_with_warning","glm.fit: fitted probabilities numerically 0 or 1 occurred","squared_probability_error"
5,"influence_excluded_train_only","logistic","log_loss",0.747436479067559,615,"same_complete_test_folds_615_per_repeat","available_with_warning","glm.fit: fitted probabilities numerically 0 or 1 occurred","logarithmic_score"
5,"influence_excluded_train_only","logistic","calibration_in_the_large",0.0677909927108509,615,"same_complete_test_folds_615_per_repeat","available_with_warning","glm.fit: fitted probabilities numerically 0 or 1 occurred","log_odds"
5,"influence_excluded_train_only","logistic","calibration_slope",0.310162322665854,615,"same_complete_test_folds_615_per_repeat","available_with_warning","glm.fit: fitted probabilities numerically 0 or 1 occurred","proportion_or_slope"
5,"hypercorrection_excluded_train_only","logistic","auc",0.845912815192768,615,"same_complete_test_folds_615_per_repeat","available",,"proportion_or_slope"
5,"hypercorrection_excluded_train_only","logistic","brier_score",0.159723639622037,615,"same_complete_test_folds_615_per_repeat","available",,"squared_probability_error"
5,"hypercorrection_excluded_train_only","logistic","log_loss",0.488521588128195,615,"same_complete_test_folds_615_per_repeat","available",,"logarithmic_score"
5,"hypercorrection_excluded_train_only","logistic","calibration_in_the_large",-0.00153051507865291,615,"same_complete_test_folds_615_per_repeat","available",,"log_odds"
5,"hypercorrection_excluded_train_only","logistic","calibration_slope",0.865096481762669,615,"same_complete_test_folds_615_per_repeat","available",,"proportion_or_slope"
5,"training_prevalence","logistic","auc",0.498412127114517,615,"same_complete_test_folds_615_per_repeat","available",,"proportion_or_slope"
5,"training_prevalence","logistic","brier_score",0.249762740707275,615,"same_complete_test_folds_615_per_repeat","available",,"squared_probability_error"
5,"training_prevalence","logistic","log_loss",0.692672588741323,615,"same_complete_test_folds_615_per_repeat","available",,"logarithmic_score"
5,"training_prevalence","logistic","calibration_in_the_large",0.00000196191825164436,615,"same_complete_test_folds_615_per_repeat","available",,"log_odds"
5,"training_prevalence","logistic","calibration_slope",-9.07715308069801,615,"same_complete_test_folds_615_per_repeat","available",,"proportion_or_slope"
