"family","repeat_id","outer_fold","metric","flexible","frozen","difference_flexible_minus_frozen","absolute_difference"
"logistic",5,2,"r2",,,,
"logistic",5,2,"rmse",,,,
"logistic",5,2,"mae",,,,
"logistic",5,2,"auc",0.844791666666667,0.848958333333333,-0.00416666666666665,0.00416666666666665
"logistic",5,2,"brier_score",0.160737993058706,0.15975228268463,0.000985710374075466,0.000985710374075466
"logistic",5,2,"log_loss",0.495409195530162,0.490237868319035,0.00517132721112706,0.00517132721112706
"logistic",5,2,"calibration_intercept",0.156750776818667,0.267499130360548,-0.110748353541881,0.110748353541881
"logistic",5,2,"calibration_slope",1.07894217501506,0.856289248099501,0.222652926915559,0.222652926915559
"continuous",1,3,"r2",0.434605571122264,0.376456829587036,0.0581487415352278,0.0581487415352278
"continuous",1,3,"rmse",3.41704392931788,3.58845961579175,-0.171415686473864,0.171415686473864
"continuous",1,3,"mae",2.77365470791769,2.92547631249286,-0.151821604575175,0.151821604575175
"continuous",1,3,"auc",,,,
"continuous",1,3,"brier_score",,,,
"continuous",1,3,"log_loss",,,,
"continuous",1,3,"calibration_intercept",2.5785952084963,0.9797683892254,1.5988268192709,1.5988268192709
"continuous",1,3,"calibration_slope",1.37528465268336,1.02897185971281,0.346312792970548,0.346312792970548
"logistic",1,3,"r2",,,,
"logistic",1,3,"rmse",,,,
"logistic",1,3,"mae",,,,
"logistic",1,3,"auc",0.877083333333333,0.873958333333333,0.00312500000000004,0.00312500000000004
"logistic",1,3,"brier_score",0.151604170264523,0.144139172923763,0.00746499734076006,0.00746499734076006
"logistic",1,3,"log_loss",0.461444429993828,0.440165680691481,0.0212787493023467,0.0212787493023467
"logistic",1,3,"calibration_intercept",-0.282421115081623,-0.234712107268999,-0.047709007812624,0.047709007812624
"logistic",1,3,"calibration_slope",1.38405038012461,1.19097855943414,0.193071820690479,0.193071820690479
"continuous",2,3,"r2",0.42981105986793,0.375337993366409,0.0544730665015213,0.0544730665015213
"continuous",2,3,"rmse",3.81455037395784,3.99260646699542,-0.178056093037579,0.178056093037579
"continuous",2,3,"mae",3.07997366607147,3.21341777432807,-0.133444108256603,0.133444108256603
"continuous",2,3,"auc",,,,
"continuous",2,3,"brier_score",,,,
"continuous",2,3,"log_loss",,,,
"continuous",2,3,"calibration_intercept",1.0551098719716,-0.291396524478869,1.34650639645047,1.34650639645047
"continuous",2,3,"calibration_slope",1.15602477814684,0.866510421564156,0.28951435658268,0.28951435658268
"logistic",2,3,"r2",,,,
"logistic",2,3,"rmse",,,,
"logistic",2,3,"mae",,,,
"logistic",2,3,"auc",0.873958333333333,0.847916666666667,0.0260416666666666,0.0260416666666666
"logistic",2,3,"brier_score",0.146938614207624,0.157365963768551,-0.0104273495609265,0.0104273495609265
"logistic",2,3,"log_loss",0.448342639610415,0.494388206458489,-0.0460455668480742,0.0460455668480742
"logistic",2,3,"calibration_intercept",-0.103665591324639,-0.121875370948401,0.018209779623762,0.018209779623762
"logistic",2,3,"calibration_slope",1.14173709844731,0.768856383363765,0.372880715083545,0.372880715083545
"continuous",3,3,"r2",0.255267449014271,0.102340032033107,0.152927416981163,0.152927416981163
"continuous",3,3,"rmse",3.79690706676635,4.16855684434119,-0.371649777574834,0.371649777574834
"continuous",3,3,"mae",3.02410453381459,3.48916230305112,-0.465057769236528,0.465057769236528
"continuous",3,3,"auc",,,,
"continuous",3,3,"brier_score",,,,
"continuous",3,3,"log_loss",,,,
"continuous",3,3,"calibration_intercept",-1.08064752298095,-1.91853830903151,0.837890786050559,0.837890786050559
"continuous",3,3,"calibration_slope",0.740973776513305,0.578552103694238,0.162421672819066,0.162421672819066
"logistic",3,3,"r2",,,,
"logistic",3,3,"rmse",,,,
"logistic",3,3,"mae",,,,
"logistic",3,3,"auc",0.871875,0.81875,0.053125,0.053125
"logistic",3,3,"brier_score",0.148287183497509,0.178711265598371,-0.0304240821008622,0.0304240821008622
"logistic",3,3,"log_loss",0.445415709449178,0.515338708044312,-0.0699229985951341,0.0699229985951341
"logistic",3,3,"calibration_intercept",-0.151136471259829,-0.182335380658796,0.0311989093989667,0.0311989093989667
"logistic",3,3,"calibration_slope",1.20213952053668,0.772047547138372,0.430091973398308,0.430091973398308
"continuous",4,3,"r2",0.433402457270301,0.434905004628887,-0.00150254735858535,0.00150254735858535
"continuous",4,3,"rmse",3.55251402993681,3.54780048665344,0.00471354328337803,0.00471354328337803
"continuous",4,3,"mae",2.64696997480764,2.71826167863807,-0.0712917038304304,0.0712917038304304
"continuous",4,3,"auc",,,,
"continuous",4,3,"brier_score",,,,
"continuous",4,3,"log_loss",,,,
"continuous",4,3,"calibration_intercept",0.847537949032032,-0.0285325831480682,0.8760705321801,0.8760705321801
"continuous",4,3,"calibration_slope",1.077397019347,0.892282585160994,0.185114434186005,0.185114434186005
"logistic",4,3,"r2",,,,
"logistic",4,3,"rmse",,,,
"logistic",4,3,"mae",,,,
"logistic",4,3,"auc",0.848958333333333,0.805208333333333,0.0437500000000001,0.0437500000000001
"logistic",4,3,"brier_score",0.156658872780247,0.189229311220695,-0.0325704384404487,0.0325704384404487
"logistic",4,3,"log_loss",0.481424078137518,0.576725241677313,-0.0953011635397944,0.0953011635397944
"logistic",4,3,"calibration_intercept",0.247910079087254,0.403540400863285,-0.155630321776031,0.155630321776031
"logistic",4,3,"calibration_slope",1.0962431822857,0.612933923565429,0.483309258720274,0.483309258720274
"continuous",5,3,"r2",0.376628396038317,0.374929189727206,0.00169920631111109,0.00169920631111109
"continuous",5,3,"rmse",4.16782035561021,4.17349687912894,-0.00567652351873082,0.00567652351873082
"continuous",5,3,"mae",3.32803725347357,3.41631348783824,-0.0882762343646757,0.0882762343646757
"continuous",5,3,"auc",,,,
"continuous",5,3,"brier_score",,,,
"continuous",5,3,"log_loss",,,,
"continuous",5,3,"calibration_intercept",1.21613622657063,0.529416373396847,0.686719853173787,0.686719853173787
"continuous",5,3,"calibration_slope",1.21812745136636,1.10504746794262,0.113079983423742,0.113079983423742
"logistic",5,3,"r2",,,,
"logistic",5,3,"rmse",,,,
"logistic",5,3,"mae",,,,
"logistic",5,3,"auc",0.848958333333333,0.872916666666667,-0.0239583333333333,0.0239583333333333
"logistic",5,3,"brier_score",0.158685177915932,0.149665429244669,0.00901974867126321,0.00901974867126321
"logistic",5,3,"log_loss",0.475521143480681,0.455814643756005,0.0197064997246755,0.0197064997246755
"logistic",5,3,"calibration_intercept",-0.172555758619938,-0.091210270290656,-0.0813454883292818,0.0813454883292818
"logistic",5,3,"calibration_slope",1.17343222666196,1.10527218411295,0.0681600425490185,0.0681600425490185
"continuous",1,4,"r2",0.308682004320152,0.308246403402188,0.000435600917964019,0.000435600917964019
"continuous",1,4,"rmse",5.0380925812246,5.03967958761717,-0.00158700639256626,0.00158700639256626
"continuous",1,4,"mae",4.03836663035056,3.82570861828321,0.212658012067355,0.212658012067355
"continuous",1,4,"auc",,,,
"continuous",1,4,"brier_score",,,,
"continuous",1,4,"log_loss",,,,
"continuous",1,4,"calibration_intercept",0.0690886961611016,-0.97207709538981,1.04116579155091,1.04116579155091
"continuous",1,4,"calibration_slope",1.17876634699711,0.995407840470211,0.183358506526896,0.183358506526896
"logistic",1,4,"r2",,,,
"logistic",1,4,"rmse",,,,
"logistic",1,4,"mae",,,,
"logistic",1,4,"auc",0.878125,0.847916666666667,0.0302083333333334,0.0302083333333334
"logistic",1,4,"brier_score",0.147875205888152,0.156650019322113,-0.0087748134339608,0.0087748134339608
"logistic",1,4,"log_loss",0.457247019140341,0.472974919981391,-0.0157279008410503,0.0157279008410503
"logistic",1,4,"calibration_intercept",0.0422352550516085,0.155545684947466,-0.113310429895857,0.113310429895857
"logistic",1,4,"calibration_slope",1.33900520253458,0.925070064781,0.413935137753584,0.413935137753584
"continuous",2,4,"r2",0.427821878968631,0.398241308092541,0.0295805708760899,0.0295805708760899
"continuous",2,4,"rmse",3.95445312219371,4.05538409911994,-0.10093097692623,0.10093097692623
"continuous",2,4,"mae",3.22781318653923,3.17860361670913,0.0492095698300981,0.0492095698300981
"continuous",2,4,"auc",,,,
"continuous",2,4,"brier_score",,,,
"continuous",2,4,"log_loss",,,,
"continuous",2,4,"calibration_intercept",1.41765972178415,0.258615439631462,1.15904428215269,1.15904428215269
"continuous",2,4,"calibration_slope",1.29159578085684,1.05517331852458,0.236422462332267,0.236422462332267
"logistic",2,4,"r2",,,,
"logistic",2,4,"rmse",,,,
"logistic",2,4,"mae",,,,
"logistic",2,4,"auc",0.865625,0.855208333333333,0.0104166666666666,0.0104166666666666
"logistic",2,4,"brier_score",0.143035358170841,0.152687999164568,-0.00965264099372648,0.00965264099372648
"logistic",2,4,"log_loss",0.447721937831265,0.466264384934662,-0.0185424471033975,0.0185424471033975
"logistic",2,4,"calibration_intercept",0.140218424042854,0.201275931585763,-0.0610575075429092,0.0610575075429092
"logistic",2,4,"calibration_slope",1.47323683018171,0.986310926946392,0.486925903235322,0.486925903235322
"continuous",3,4,"r2",0.307882998661632,0.330227113429922,-0.0223441147682892,0.0223441147682892
"continuous",3,4,"rmse",4.68460739978789,4.60836874693191,0.0762386528559862,0.0762386528559862
"continuous",3,4,"mae",3.54399426054059,3.48632673784077,0.0576675226998211,0.0576675226998211
"continuous",3,4,"auc",,,,
"continuous",3,4,"brier_score",,,,
"continuous",3,4,"log_loss",,,,
"continuous",3,4,"calibration_intercept",1.41130204744179,0.113676207304412,1.29762584013738,1.29762584013738
"continuous",3,4,"calibration_slope",1.3230307840691,1.04268358178012,0.280347202288978,0.280347202288978
"logistic",3,4,"r2",,,,
"logistic",3,4,"rmse",,,,
"logistic",3,4,"mae",,,,
"logistic",3,4,"auc",0.833333333333333,0.803125,0.0302083333333334,0.0302083333333334
"logistic",3,4,"brier_score",0.168851819623983,0.183856401382118,-0.015004581758135,0.015004581758135
"logistic",3,4,"log_loss",0.505157978597999,0.543616161284085,-0.0384581826860866,0.0384581826860866
"logistic",3,4,"calibration_intercept",-0.0248403770996551,-0.0394569618919964,0.0146165847923413,0.0146165847923413
"logistic",3,4,"calibration_slope",1.2558053162714,0.710551905229126,0.54525341104227,0.54525341104227
"continuous",4,4,"r2",0.436176771909063,0.424911035533992,0.0112657363750709,0.0112657363750709
"continuous",4,4,"rmse",4.28763401437302,4.33025770028315,-0.0426236859101232,0.0426236859101232
"continuous",4,4,"mae",3.43543407579285,3.54873700362452,-0.113302927831669,0.113302927831669
"continuous",4,4,"auc",,,,
"continuous",4,4,"brier_score",,,,
"continuous",4,4,"log_loss",,,,
"continuous",4,4,"calibration_intercept",0.73995798443121,-0.591654756003797,1.33161274043501,1.33161274043501
"continuous",4,4,"calibration_slope",1.04854745077073,0.837008308220618,0.211539142550108,0.211539142550108
"logistic",4,4,"r2",,,,
"logistic",4,4,"rmse",,,,
"logistic",4,4,"mae",,,,
"logistic",4,4,"auc",0.857291666666667,0.829166666666667,0.028125,0.028125
"logistic",4,4,"brier_score",0.150174755809308,0.165288083733118,-0.0151133279238101,0.0151133279238101
"logistic",4,4,"log_loss",0.464346193682698,0.507830002485942,-0.0434838088032446,0.0434838088032446
"logistic",4,4,"calibration_intercept",-0.117959601977297,0.0868993398510907,-0.204858941828388,0.204858941828388
"logistic",4,4,"calibration_slope",1.12896690644266,0.731577647043339,0.397389259399323,0.397389259399323
"continuous",5,4,"r2",0.439040970831883,0.354638712592582,0.0844022582393011,0.0844022582393011
"continuous",5,4,"rmse",3.52511961741062,3.78102668264467,-0.255907065234041,0.255907065234041
"continuous",5,4,"mae",2.9927553528104,3.08642381203034,-0.0936684592199422,0.0936684592199422
"continuous",5,4,"auc",,,,
"continuous",5,4,"brier_score",,,,
"continuous",5,4,"log_loss",,,,
"continuous",5,4,"calibration_intercept",1.56210986545587,0.175000081924717,1.38710978353115,1.38710978353115
"continuous",5,4,"calibration_slope",1.21299049671851,0.923967233025834,0.289023263692672,0.289023263692672
"logistic",5,4,"r2",,,,
"logistic",5,4,"rmse",,,,
"logistic",5,4,"mae",,,,
"logistic",5,4,"auc",0.828125,0.823958333333333,0.00416666666666665,0.00416666666666665
"logistic",5,4,"brier_score",0.170966221009401,0.174017575012669,-0.00305135400326761,0.00305135400326761
"logistic",5,4,"log_loss",0.517281175717902,0.528456844375399,-0.0111756686574972,0.0111756686574972
"logistic",5,4,"calibration_intercept",-0.320659318950768,-0.541280926082104,0.220621607131335,0.220621607131335
"logistic",5,4,"calibration_slope",1.05538010953253,0.838894658600462,0.216485450932063,0.216485450932063
"continuous",1,5,"r2",0.495693915178848,0.482458056871074,0.0132358583077747,0.0132358583077747
"continuous",1,5,"rmse",4.57068718112841,4.63027911227923,-0.0595919311508171,0.0595919311508171
"continuous",1,5,"mae",3.81365610227216,3.8137250521721,-0.0000689498999344451,0.0000689498999344451
"continuous",1,5,"auc",,,,
"continuous",1,5,"brier_score",,,,
"continuous",1,5,"log_loss",,,,
"continuous",1,5,"calibration_intercept",3.07628553977317,1.60954251848703,1.46674302128614,1.46674302128614
"continuous",1,5,"calibration_slope",1.58992629561193,1.22431894231833,0.365607353293603,0.365607353293603
"logistic",1,5,"r2",,,,
"logistic",1,5,"rmse",,,,
"logistic",1,5,"mae",,,,
"logistic",1,5,"auc",0.913541666666667,0.902083333333333,0.0114583333333333,0.0114583333333333
"logistic",1,5,"brier_score",0.125851057238522,0.130812140409998,-0.00496108317147578,0.00496108317147578
"logistic",1,5,"log_loss",0.395718846993427,0.398906006413716,-0.00318715942028935,0.00318715942028935
"logistic",1,5,"calibration_intercept",-0.203077824073164,-0.333590471453325,0.130512647380161,0.130512647380161
"logistic",1,5,"calibration_slope",1.79300634323718,1.29799648484618,0.495009858390999,0.495009858390999
"continuous",2,5,"r2",0.377770724131205,0.376205419274191,0.00156530485701356,0.00156530485701356
"continuous",2,5,"rmse",4.56855700138123,4.5742998143102,-0.00574281292897094,0.00574281292897094
"continuous",2,5,"mae",3.67735033508824,3.8301783309826,-0.152827995894354,0.152827995894354
"continuous",2,5,"auc",,,,
"continuous",2,5,"brier_score",,,,
"continuous",2,5,"log_loss",,,,
"continuous",2,5,"calibration_intercept",0.974935714604346,0.178852875582028,0.796082839022318,0.796082839022318
"continuous",2,5,"calibration_slope",1.07823637010506,0.91549892070658,0.162737449398483,0.162737449398483
"logistic",2,5,"r2",,,,
"logistic",2,5,"rmse",,,,
"logistic",2,5,"mae",,,,
"logistic",2,5,"auc",0.846875,0.85,-0.00312499999999993,0.00312499999999993
"logistic",2,5,"brier_score",0.159100648744971,0.156178880656723,0.00292176808824762,0.00292176808824762
"logistic",2,5,"log_loss",0.476382693539939,0.468024563518371,0.00835813002156766,0.00835813002156766
"logistic",2,5,"calibration_intercept",0.0520107327293055,0.0260996100201629,0.0259111227091427,0.0259111227091427
"logistic",2,5,"calibration_slope",0.953951597021563,0.851449786320963,0.1025018107006,0.1025018107006
"continuous",3,5,"r2",0.331739181845207,0.319560028215377,0.0121791536298297,0.0121791536298297
"continuous",3,5,"rmse",4.40634739508652,4.44631926513192,-0.0399718700453988,0.0399718700453988
"continuous",3,5,"mae",3.48357599480752,3.40436678675741,0.0792092080501123,0.0792092080501123
"continuous",3,5,"auc",,,,
"continuous",3,5,"brier_score",,,,
"continuous",3,5,"log_loss",,,,
"continuous",3,5,"calibration_intercept",0.773190431953778,-0.373288889357426,1.1464793213112,1.1464793213112
"continuous",3,5,"calibration_slope",1.12182423355534,0.89894773763133,0.222876495924005,0.222876495924005
"logistic",3,5,"r2",,,,
"logistic",3,5,"rmse",,,,
"logistic",3,5,"mae",,,,
"logistic",3,5,"auc",0.877083333333333,0.842708333333333,0.034375,0.034375
"logistic",3,5,"brier_score",0.148648956516033,0.160218298291293,-0.0115693417752592,0.0115693417752592
"logistic",3,5,"log_loss",0.463064436640993,0.489501834314465,-0.0264373976734715,0.0264373976734715
"logistic",3,5,"calibration_intercept",0.070075230713555,0.0922280435562858,-0.0221528128427308,0.0221528128427308
"logistic",3,5,"calibration_slope",1.4257748828572,0.978055074833955,0.447719808023249,0.447719808023249
"continuous",4,5,"r2",0.4438080111295,0.428591715351378,0.015216295778122,0.015216295778122
"continuous",4,5,"rmse",4.07227984901361,4.12760868001135,-0.0553288309977438,0.0553288309977438
"continuous",4,5,"mae",3.06972865611321,3.10260835880837,-0.0328797026951602,0.0328797026951602
"continuous",4,5,"auc",,,,
