"model","term","x","component_residual_smooth"
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",11,1.16679865516687
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",12,1.09115704720866
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
"linear","idade",13,0.868540903247898
