"scenario","model","term","primary_estimate","sensitivity_estimate","difference","absolute_difference","absolute_relative_change","sign_changed"
"influential_linear","linear","escoliometro_maior_10_graustoracica_lombar",2.69904565124078,1.95352455723278,-0.745521094008003,0.745521094008003,0.276216555902002,FALSE
"influential_linear","logistic","(Intercept)",-3.23003250529996,-2.914241729002,0.315790776297952,0.315790776297952,0.0977670583128161,FALSE
"influential_linear","logistic","idade",-0.0816966921855274,-0.164968989555729,-0.0832722973702017,0.0832722973702017,1.01928603401832,FALSE
"influential_linear","logistic","imc",0.0558978852735618,0.0550977837077013,-0.00080010156586046,0.00080010156586046,0.0143136285379098,FALSE
"influential_linear","logistic","cifose_toracica",0.0207899780986713,0.0296643910713613,0.00887441297269,0.00887441297269,0.426860140524014,FALSE
"influential_linear","logistic","lordose_lombar",-0.00984075907997545,-0.0137206874669198,-0.00387992838694439,0.00387992838694439,0.39427125035908,FALSE
"influential_linear","logistic","correcao_colete",0.0956014397061875,0.102172793208233,0.0065713535020453,0.0065713535020453,0.0687369721862043,FALSE
"influential_linear","logistic","sexomasculino",1.09622819163554,0.978968893780258,-0.117259297855286,0.117259297855286,0.106966139668729,FALSE
"influential_linear","logistic","lenke2",-0.902623677854922,-0.761420984773799,0.141202693081123,0.141202693081123,0.156435839813875,FALSE
"influential_linear","logistic","lenke3",-1.80828073701834,-1.89929765813205,-0.0910169211137029,0.0910169211137029,0.05033340191622,FALSE
"influential_linear","logistic","lenke4",-2.0469481218535,-2.0301567064937,0.0167914153598026,0.0167914153598026,0.00820314651872957,FALSE
"influential_linear","logistic","lenke5",-0.986303986811524,-0.448811208705907,0.537492778105617,0.537492778105617,0.544956509648915,FALSE
"influential_linear","logistic","lenke6",-1.59458414211578,-1.54230764776992,0.0522764943458636,0.0522764943458636,0.0327837791466434,FALSE
"influential_linear","logistic","risser1",1.83345246640352,2.55032995543334,0.716877489029823,0.716877489029823,0.39099867717653,FALSE
"influential_linear","logistic","risser2",0.902247707835656,1.13099971778591,0.228752009950257,0.228752009950257,0.253535706395969,FALSE
"influential_linear","logistic","risser3",0.187033479963831,0.490932224436056,0.303898744472225,0.303898744472225,1.62483606962237,FALSE
"influential_linear","logistic","risser4",0.693525909402579,1.36758535085489,0.674059441452313,0.674059441452313,0.971931159764405,FALSE
"influential_linear","logistic","flexibilidaderigido",-0.436800700285599,-0.553598391657613,-0.116797691372014,0.116797691372014,0.267393553388644,FALSE
"influential_linear","logistic","escoliometro_maior_10_graustoracica",-0.00270657026616162,0.327503748035702,0.330210318301864,0.330210318301864,122.003231333121,TRUE
"influential_linear","logistic","escoliometro_maior_10_grauslombar",0.0183122863215969,-0.126246318750445,-0.144558605072042,0.144558605072042,7.89407737151609,TRUE
"influential_linear","logistic","escoliometro_maior_10_graustoracica_lombar",-1.17273253385019,-1.35056802555553,-0.177835491705339,0.177835491705339,0.151641987044982,FALSE
"influential_logistic","linear","(Intercept)",0.154000887786247,-1.53782531174916,-1.69182619953541,1.69182619953541,10.9858210810035,TRUE
"influential_logistic","linear","idade",0.065197340596463,0.0705769841134292,0.00537964351696622,0.00537964351696622,0.0825132354747928,FALSE
"influential_logistic","linear","imc",0.00609014530726535,0.0352383899121947,0.0291482446049293,0.0291482446049293,4.78613286454043,FALSE
"influential_logistic","linear","cifose_toracica",-0.0351216354125182,-0.0628479313330493,-0.0277262959205311,0.0277262959205311,0.789436357244595,FALSE
"influential_logistic","linear","lordose_lombar",-0.0115428342899372,0.0151486159949387,0.0266914502848759,0.0266914502848759,2.31238269686891,TRUE
"influential_logistic","linear","correcao_colete",-0.123927873842495,-0.130940022140844,-0.0070121482983497,0.0070121482983497,0.0565824949701126,FALSE
"influential_logistic","linear","sexomasculino",-0.612243441955467,-0.945259475000062,-0.333016033044595,0.333016033044595,0.543927480841547,FALSE
"influential_logistic","linear","lenke2",0.245509641487174,1.58806148929986,1.34255184781268,1.34255184781268,5.46842820379755,FALSE
"influential_logistic","linear","lenke3",3.74935615317449,5.43425799813689,1.6849018449624,1.6849018449624,0.449384314567138,FALSE
