"tree_id","repeat_id","outer_fold","fit_origin","leaf_node","depth","node_n","predicted_class","event_n","event_probability","rule"
41,5,1,"outer_training_saved_hyperparameters",21,4,41,"melhora",23,0.560975609756098,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {1 | 5}"
41,5,1,"outer_training_saved_hyperparameters",22,4,7,"nao_melhora",1,0.142857142857143,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1} & idade < 11.5"
41,5,1,"outer_training_saved_hyperparameters",23,4,32,"melhora",24,0.75,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1} & idade >= 11.5"
41,5,1,"outer_training_saved_hyperparameters",12,3,8,"nao_melhora",1,0.125,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {toracica_lombar}"
41,5,1,"outer_training_saved_hyperparameters",26,4,19,"nao_melhora",8,0.421052631578947,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc < 15.839396224158602"
41,5,1,"outer_training_saved_hyperparameters",27,4,88,"melhora",72,0.818181818181818,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc >= 15.839396224158602"
41,5,1,"outer_training_saved_hyperparameters",7,2,103,"melhora",99,0.961165048543689,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
42,5,2,"outer_training_saved_hyperparameters",4,2,57,"nao_melhora",1,0.0175438596491228,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
42,5,2,"outer_training_saved_hyperparameters",20,4,107,"nao_melhora",21,0.196261682242991,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & lenke in {3 | 4 | 6}"
42,5,2,"outer_training_saved_hyperparameters",21,4,20,"melhora",11,0.55,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & lenke in {1 | 2 | 5}"
42,5,2,"outer_training_saved_hyperparameters",22,4,114,"nao_melhora",46,0.403508771929825,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 2 | 4} & correcao_colete < 45.346320346320354"
42,5,2,"outer_training_saved_hyperparameters",23,4,35,"melhora",25,0.714285714285714,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 2 | 4} & correcao_colete >= 45.346320346320354"
42,5,2,"outer_training_saved_hyperparameters",12,3,19,"nao_melhora",5,0.263157894736842,"correcao_colete >= 49.418604651162795 & correcao_colete < 54.858934169278953 & idade < 12.5"
42,5,2,"outer_training_saved_hyperparameters",13,3,40,"melhora",31,0.775,"correcao_colete >= 49.418604651162795 & correcao_colete < 54.858934169278953 & idade >= 12.5"
42,5,2,"outer_training_saved_hyperparameters",7,2,161,"melhora",145,0.900621118012422,"correcao_colete >= 49.418604651162795 & correcao_colete >= 54.858934169278953"
43,5,3,"outer_training_saved_hyperparameters",4,2,62,"nao_melhora",2,0.032258064516129,"correcao_colete < 49.418604651162795 & correcao_colete < 29.864864864864849"
43,5,3,"outer_training_saved_hyperparameters",10,3,32,"nao_melhora",4,0.125,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & cifose_toracica < 9.5"
43,5,3,"outer_training_saved_hyperparameters",22,4,154,"nao_melhora",50,0.324675324675325,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & cifose_toracica >= 9.5 & risser in {0 | 2 | 3}"
43,5,3,"outer_training_saved_hyperparameters",23,4,84,"melhora",46,0.547619047619048,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.864864864864849 & cifose_toracica >= 9.5 & risser in {1 | 4}"
43,5,3,"outer_training_saved_hyperparameters",12,3,22,"nao_melhora",9,0.409090909090909,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & imc < 15.839396224158602"
43,5,3,"outer_training_saved_hyperparameters",13,3,99,"melhora",78,0.787878787878788,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & imc >= 15.839396224158602"
43,5,3,"outer_training_saved_hyperparameters",7,2,100,"melhora",96,0.96,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
44,5,4,"outer_training_saved_hyperparameters",4,2,57,"nao_melhora",2,0.0350877192982456,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
44,5,4,"outer_training_saved_hyperparameters",10,3,244,"nao_melhora",80,0.327868852459016,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4}"
44,5,4,"outer_training_saved_hyperparameters",11,3,42,"melhora",27,0.642857142857143,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1}"
44,5,4,"outer_training_saved_hyperparameters",3,1,210,"melhora",176,0.838095238095238,"correcao_colete >= 49.418604651162795"
45,5,5,"outer_training_saved_hyperparameters",4,2,58,"nao_melhora",1,0.0172413793103448,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
45,5,5,"outer_training_saved_hyperparameters",20,4,197,"nao_melhora",53,0.269035532994924,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {2 | 3 | 4 | 6}"
45,5,5,"outer_training_saved_hyperparameters",21,4,38,"melhora",23,0.605263157894737,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {1 | 5}"
45,5,5,"outer_training_saved_hyperparameters",11,3,37,"melhora",25,0.675675675675676,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1}"
45,5,5,"outer_training_saved_hyperparameters",12,3,22,"nao_melhora",9,0.409090909090909,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & imc < 15.839396224158602"
45,5,5,"outer_training_saved_hyperparameters",13,3,99,"melhora",74,0.747474747474747,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & imc >= 15.839396224158602"
45,5,5,"outer_training_saved_hyperparameters",7,2,102,"melhora",100,0.980392156862745,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
46,5,6,"outer_training_saved_hyperparameters",4,2,61,"nao_melhora",2,0.0327868852459016,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
46,5,6,"outer_training_saved_hyperparameters",40,5,93,"nao_melhora",15,0.161290322580645,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & imc >= 16.62024851157183 & lenke in {2 | 3 | 4 | 6}"
46,5,6,"outer_training_saved_hyperparameters",41,5,13,"melhora",7,0.538461538461538,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & imc >= 16.62024851157183 & lenke in {1 | 5}"
46,5,6,"outer_training_saved_hyperparameters",42,5,13,"nao_melhora",4,0.307692307692308,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & imc < 16.62024851157183 & idade >= 11.5"
46,5,6,"outer_training_saved_hyperparameters",43,5,10,"melhora",9,0.9,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & imc < 16.62024851157183 & idade < 11.5"
46,5,6,"outer_training_saved_hyperparameters",22,4,110,"nao_melhora",44,0.4,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 2 | 4} & correcao_colete < 43.887895050685749"
46,5,6,"outer_training_saved_hyperparameters",23,4,41,"melhora",29,0.707317073170732,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 2 | 4} & correcao_colete >= 43.887895050685749"
46,5,6,"outer_training_saved_hyperparameters",12,3,8,"nao_melhora",2,0.25,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {toracica_lombar}"
46,5,6,"outer_training_saved_hyperparameters",52,5,9,"nao_melhora",1,0.111111111111111,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc < 15.839396224158602 & cifose_toracica < 19.5"
46,5,6,"outer_training_saved_hyperparameters",53,5,11,"melhora",8,0.727272727272727,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc < 15.839396224158602 & cifose_toracica >= 19.5"
46,5,6,"outer_training_saved_hyperparameters",27,4,87,"melhora",71,0.816091954022989,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc >= 15.839396224158602"
46,5,6,"outer_training_saved_hyperparameters",7,2,97,"melhora",93,0.958762886597938,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
47,5,7,"outer_training_saved_hyperparameters",4,2,62,"nao_melhora",2,0.032258064516129,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
47,5,7,"outer_training_saved_hyperparameters",40,5,130,"nao_melhora",24,0.184615384615385,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3} & sexo in {feminino} & lenke in {2 | 3 | 4 | 6}"
47,5,7,"outer_training_saved_hyperparameters",41,5,22,"melhora",12,0.545454545454545,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3} & sexo in {feminino} & lenke in {1 | 5}"
47,5,7,"outer_training_saved_hyperparameters",42,5,7,"nao_melhora",2,0.285714285714286,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3} & sexo in {masculino} & imc >= 21.513047137510728"
47,5,7,"outer_training_saved_hyperparameters",43,5,14,"melhora",11,0.785714285714286,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3} & sexo in {masculino} & imc < 21.513047137510728"
47,5,7,"outer_training_saved_hyperparameters",22,4,14,"nao_melhora",2,0.142857142857143,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 4} & cifose_toracica < 9.5"
47,5,7,"outer_training_saved_hyperparameters",46,5,24,"nao_melhora",8,0.333333333333333,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 4} & cifose_toracica >= 9.5 & lordose_lombar >= 61.5"
47,5,7,"outer_training_saved_hyperparameters",47,5,61,"melhora",42,0.688524590163934,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 4} & cifose_toracica >= 9.5 & lordose_lombar < 61.5"
47,5,7,"outer_training_saved_hyperparameters",12,3,8,"nao_melhora",2,0.25,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {toracica_lombar}"
47,5,7,"outer_training_saved_hyperparameters",52,5,7,"nao_melhora",1,0.142857142857143,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc < 15.839396224158602 & cifose_toracica < 19.5"
47,5,7,"outer_training_saved_hyperparameters",53,5,14,"melhora",9,0.642857142857143,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc < 15.839396224158602 & cifose_toracica >= 19.5"
47,5,7,"outer_training_saved_hyperparameters",27,4,88,"melhora",72,0.818181818181818,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc >= 15.839396224158602"
47,5,7,"outer_training_saved_hyperparameters",7,2,102,"melhora",98,0.96078431372549,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
48,5,8,"outer_training_saved_hyperparameters",4,2,57,"nao_melhora",2,0.0350877192982456,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
48,5,8,"outer_training_saved_hyperparameters",20,4,200,"nao_melhora",55,0.275,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {2 | 3 | 4 | 6}"
48,5,8,"outer_training_saved_hyperparameters",21,4,36,"melhora",21,0.583333333333333,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & lenke in {1 | 5}"
48,5,8,"outer_training_saved_hyperparameters",22,4,7,"nao_melhora",2,0.285714285714286,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1} & cifose_toracica < 9.5"
48,5,8,"outer_training_saved_hyperparameters",23,4,34,"melhora",26,0.764705882352941,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1} & cifose_toracica >= 9.5"
48,5,8,"outer_training_saved_hyperparameters",3,1,220,"melhora",180,0.818181818181818,"correcao_colete >= 49.418604651162795"
49,5,9,"outer_training_saved_hyperparameters",4,2,59,"nao_melhora",2,0.0338983050847458,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
49,5,9,"outer_training_saved_hyperparameters",20,4,209,"nao_melhora",58,0.277511961722488,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & sexo in {feminino}"
49,5,9,"outer_training_saved_hyperparameters",21,4,26,"melhora",16,0.615384615384615,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 2 | 3 | 4} & sexo in {masculino}"
49,5,9,"outer_training_saved_hyperparameters",22,4,10,"nao_melhora",3,0.3,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1} & idade < 11.5"
49,5,9,"outer_training_saved_hyperparameters",23,4,31,"melhora",24,0.774193548387097,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1} & idade >= 11.5"
49,5,9,"outer_training_saved_hyperparameters",12,3,4,"nao_melhora",0,0,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & cifose_toracica >= 52"
49,5,9,"outer_training_saved_hyperparameters",13,3,114,"melhora",84,0.736842105263158,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.721611721611694 & cifose_toracica < 52"
49,5,9,"outer_training_saved_hyperparameters",7,2,102,"melhora",99,0.970588235294118,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.721611721611694"
50,5,10,"outer_training_saved_hyperparameters",4,2,56,"nao_melhora",2,0.0357142857142857,"correcao_colete < 49.418604651162795 & correcao_colete < 29.448961156278202"
50,5,10,"outer_training_saved_hyperparameters",20,4,97,"nao_melhora",17,0.175257731958763,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & cifose_toracica < 30.5"
50,5,10,"outer_training_saved_hyperparameters",42,5,8,"nao_melhora",0,0,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & cifose_toracica >= 30.5 & lenke in {4 | 5}"
50,5,10,"outer_training_saved_hyperparameters",43,5,21,"melhora",13,0.619047619047619,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {0 | 3} & cifose_toracica >= 30.5 & lenke in {1 | 3 | 6}"
50,5,10,"outer_training_saved_hyperparameters",22,4,17,"nao_melhora",1,0.0588235294117647,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 2 | 4} & lordose_lombar < 40.5"
50,5,10,"outer_training_saved_hyperparameters",46,5,45,"nao_melhora",12,0.266666666666667,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 2 | 4} & lordose_lombar >= 40.5 & lordose_lombar >= 61.5"
50,5,10,"outer_training_saved_hyperparameters",47,5,87,"melhora",55,0.632183908045977,"correcao_colete < 49.418604651162795 & correcao_colete >= 29.448961156278202 & risser in {1 | 2 | 4} & lordose_lombar >= 40.5 & lordose_lombar < 61.5"
50,5,10,"outer_training_saved_hyperparameters",12,3,7,"nao_melhora",1,0.142857142857143,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.850311850311847 & escoliometro_maior_10_graus in {toracica_lombar}"
50,5,10,"outer_training_saved_hyperparameters",52,5,9,"nao_melhora",1,0.111111111111111,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.850311850311847 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc < 15.839396224158602 & cifose_toracica < 19.5"
50,5,10,"outer_training_saved_hyperparameters",53,5,14,"melhora",9,0.642857142857143,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.850311850311847 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc < 15.839396224158602 & cifose_toracica >= 19.5"
50,5,10,"outer_training_saved_hyperparameters",27,4,86,"melhora",71,0.825581395348837,"correcao_colete >= 49.418604651162795 & correcao_colete < 61.850311850311847 & escoliometro_maior_10_graus in {normal | toracica | lombar} & imc >= 15.839396224158602"
50,5,10,"outer_training_saved_hyperparameters",7,2,108,"melhora",104,0.962962962962963,"correcao_colete >= 49.418604651162795 & correcao_colete >= 61.850311850311847"
