"arquivo","aba","sha256","data_modificacao"
"/Users/caiosainvallio/consultoria/scoliosis_model/data/dataset_escoliose_01.xlsx","dados","f601adb42c299c2b0572f3e50ff26550b63a2f24dd7173f244a442b498965b71","2026-04-07 19:06:18 -03"
