"family","scope","repeat_id","outer_fold","config_id","alpha","lambda_fraction","mean_metric","sd_metric","se_metric","n_valid","n_converged","one_se_threshold","eligible_one_se","selected_one_se"
"continuous","outer",5,5,4,0.75,1,5.32478704539628,0.407271523819093,0.182137362511884,5,5,4.33042238801892,FALSE,FALSE
"continuous","outer",5,5,5,1,1,5.32478704539628,0.407271523819093,0.182137362511884,5,5,4.33042238801892,FALSE,FALSE
"continuous","outer",5,5,6,0,0.1,4.69626791470076,0.417779864903654,0.18683683551105,5,5,4.33042238801892,FALSE,FALSE
"continuous","outer",5,5,7,0.25,0.1,5.12174786810848,0.406468124013445,0.181778071196176,5,5,4.33042238801892,FALSE,FALSE
"continuous","outer",5,5,8,0.5,0.1,5.32478704539628,0.407271523819093,0.182137362511883,5,5,4.33042238801892,FALSE,FALSE
"continuous","outer",5,5,9,0.75,0.1,5.32478704539628,0.407271523819093,0.182137362511884,5,5,4.33042238801892,FALSE,FALSE
"continuous","outer",5,5,10,1,0.1,5.32478704539628,0.407271523819093,0.182137362511884,5,5,4.33042238801892,FALSE,FALSE
"continuous","outer",5,5,11,0,0.01,4.21407730336477,0.409465909974521,0.183118721834368,5,5,4.33042238801892,TRUE,TRUE
"continuous","outer",5,5,12,0.25,0.01,4.2542563159739,0.428048331015394,0.191429033161151,5,5,4.33042238801892,TRUE,FALSE
"continuous","outer",5,5,13,0.5,0.01,4.31686367267889,0.447961234701208,0.200334354415328,5,5,4.33042238801892,TRUE,FALSE
"continuous","outer",5,5,14,0.75,0.01,4.38336060974414,0.46556363371283,0.20820638656674,5,5,4.33042238801892,FALSE,FALSE
"continuous","outer",5,5,15,1,0.01,4.45263789417025,0.460188312565986,0.205802469869693,5,5,4.33042238801892,FALSE,FALSE
"continuous","outer",5,5,16,0,0.001,4.18301708220169,0.351689429278988,0.157280294167184,5,5,4.33042238801892,TRUE,FALSE
"continuous","outer",5,5,17,0.25,0.001,4.17742600837304,0.353309527065146,0.158004823923193,5,5,4.33042238801892,TRUE,FALSE
"continuous","outer",5,5,18,0.5,0.001,4.17156882069245,0.357261867996939,0.159772364521943,5,5,4.33042238801892,TRUE,FALSE
"continuous","outer",5,5,19,0.75,0.001,4.16861948317933,0.360563114624431,0.161248726895855,5,1,4.33042238801892,TRUE,FALSE
"continuous","outer",5,5,20,1,0.001,4.16823706674154,0.362657403328874,0.162185321277384,5,5,4.33042238801892,TRUE,FALSE
"logistic","outer",5,5,1,0,1,0.581334768947,0.0187848102629986,0.00840082253850011,5,5,0.484943865517613,FALSE,FALSE
"logistic","outer",5,5,2,0.25,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,0.484943865517613,FALSE,FALSE
"logistic","outer",5,5,3,0.5,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,0.484943865517613,FALSE,FALSE
"logistic","outer",5,5,4,0.75,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,0.484943865517613,FALSE,FALSE
"logistic","outer",5,5,5,1,1,0.692679840605181,0.000154558200041579,0.0000691205283545962,5,5,0.484943865517613,FALSE,FALSE
"logistic","outer",5,5,6,0,0.1,0.484646845345157,0.0324753025599431,0.0145233968227812,5,5,0.484943865517613,TRUE,TRUE
"logistic","outer",5,5,7,0.25,0.1,0.513059946403112,0.029094127003668,0.0130112891452428,5,5,0.484943865517613,FALSE,FALSE
"logistic","outer",5,5,8,0.5,0.1,0.542338166353677,0.028448610409377,0.012722605348155,5,5,0.484943865517613,FALSE,FALSE
"logistic","outer",5,5,9,0.75,0.1,0.556931537884246,0.0248802803046149,0.0111267996120736,5,5,0.484943865517613,FALSE,FALSE
"logistic","outer",5,5,10,1,0.1,0.56992753009721,0.0213730149818227,0.0095583028766954,5,5,0.484943865517613,FALSE,FALSE
"logistic","outer",5,5,11,0,0.01,0.478379403839867,0.0437869604389633,0.0195821240139232,5,5,0.484943865517613,TRUE,FALSE
"logistic","outer",5,5,12,0.25,0.01,0.472813628698182,0.0428275675182284,0.0191530704563441,5,5,0.484943865517613,TRUE,FALSE
"logistic","outer",5,5,13,0.5,0.01,0.469816254628802,0.0412961800438949,0.0184682131578438,5,5,0.484943865517613,TRUE,FALSE
"logistic","outer",5,5,14,0.75,0.01,0.468607660479383,0.0395046983467457,0.0176670381867894,5,5,0.484943865517613,TRUE,FALSE
"logistic","outer",5,5,15,1,0.01,0.467840197998691,0.038244963236866,0.0171036675189225,5,5,0.484943865517613,TRUE,FALSE
"logistic","outer",5,5,16,0,0.001,0.489565107864134,0.0522664196339263,0.0233742534483978,5,0,0.484943865517613,FALSE,FALSE
"logistic","outer",5,5,17,0.25,0.001,0.488246085037937,0.0522604060759853,0.0233715641035292,5,0,0.484943865517613,FALSE,FALSE
