"family","repeat_id","outer_fold","metric","flexible","frozen","absolute_difference"
"logistic",3,6,"auc",0.884375,0.886458333333333,0.00208333333333333
"logistic",3,6,"brier_score",0.142520924393446,0.141184696226373,0.00133622816707316
"logistic",3,6,"log_loss",0.444495011526522,0.431037176254263,0.0134578352722591
"logistic",3,6,"calibration_intercept",-0.2626736445719,-0.29306339976367,0.0303897551917697
"logistic",3,6,"calibration_slope",1.49813357316989,0.977007658858309,0.521125914311577
"continuous",4,6,"r2",0.446051502186766,0.480253853797515,0.0342023516107487
"continuous",4,6,"rmse",3.99732641650729,3.87195728920941,0.125369127297879
"continuous",4,6,"mae",3.419569089163,3.2620127877812,0.157556301381799
"continuous",4,6,"auc",,,
"continuous",4,6,"brier_score",,,
"continuous",4,6,"log_loss",,,
"continuous",4,6,"calibration_intercept",1.90684602362306,1.05450986366463,0.852336159958438
"continuous",4,6,"calibration_slope",1.37875122348779,1.21978311680913,0.158968106678662
"logistic",4,6,"r2",,,
"logistic",4,6,"rmse",,,
"logistic",4,6,"mae",,,
"logistic",4,6,"auc",0.848958333333333,0.882291666666667,0.0333333333333333
"logistic",4,6,"brier_score",0.161024314033785,0.141085978615318,0.0199383354184669
"logistic",4,6,"log_loss",0.482060315136166,0.428542188410242,0.0535181267259246
"logistic",4,6,"calibration_intercept",0.146609209273026,0.061230650969928,0.0853785583030982
"logistic",4,6,"calibration_slope",1.79003613806586,1.41731526314808,0.372720874917778
"continuous",5,6,"r2",0.473290771985762,0.468175661523264,0.00511511046249835
"continuous",5,6,"rmse",4.05426379122161,4.07390261660371,0.0196388253821036
"continuous",5,6,"mae",3.35491467485973,3.26903651901876,0.0858781558409616
"continuous",5,6,"auc",,,
"continuous",5,6,"brier_score",,,
"continuous",5,6,"log_loss",,,
"continuous",5,6,"calibration_intercept",2.61419465897829,1.13677303750575,1.47742162147253
"continuous",5,6,"calibration_slope",1.51943368534282,1.31089459299774,0.208539092345075
"logistic",5,6,"r2",,,
"logistic",5,6,"rmse",,,
"logistic",5,6,"mae",,,
"logistic",5,6,"auc",0.889583333333333,0.903125,0.0135416666666667
"logistic",5,6,"brier_score",0.141144829475764,0.128466818749656,0.0126780107261079
"logistic",5,6,"log_loss",0.439938596398666,0.396643909852436,0.0432946865462294
"logistic",5,6,"calibration_intercept",-0.204045934065062,-0.20261335170501,0.00143258236005236
"logistic",5,6,"calibration_slope",1.6637658273938,1.34291335684753,0.320852470546274
"continuous",1,7,"r2",0.501615810965437,0.483205585818003,0.0184102251474337
"continuous",1,7,"rmse",3.80247895349368,3.87207353391216,0.0695945804184808
"continuous",1,7,"mae",3.2672818293351,3.32597328546945,0.0586914561343508
"continuous",1,7,"auc",,,
"continuous",1,7,"brier_score",,,
"continuous",1,7,"log_loss",,,
"continuous",1,7,"calibration_intercept",1.8488631769387,0.805552852208112,1.04331032473059
"continuous",1,7,"calibration_slope",1.33632734706656,1.1526212746171,0.183706072449458
"logistic",1,7,"r2",,,
"logistic",1,7,"rmse",,,
"logistic",1,7,"mae",,,
"logistic",1,7,"auc",0.886458333333333,0.876041666666667,0.0104166666666666
"logistic",1,7,"brier_score",0.141922765929182,0.145786420786332,0.00386365485715026
"logistic",1,7,"log_loss",0.44142474315948,0.455951232494059,0.0145264893345791
"logistic",1,7,"calibration_intercept",-0.07992442770486,-0.0837783775534662,0.00385394984860622
"logistic",1,7,"calibration_slope",1.48593648740801,0.893362902707811,0.592573584700196
"continuous",2,7,"r2",0.361462698689819,0.332218612895377,0.0292440857944424
"continuous",2,7,"rmse",4.30420952086575,4.40166942070018,0.0974598998344263
"continuous",2,7,"mae",3.29325900830845,3.5175441952788,0.224285186970349
"continuous",2,7,"auc",,,
"continuous",2,7,"brier_score",,,
"continuous",2,7,"log_loss",,,
"continuous",2,7,"calibration_intercept",0.175873184836303,-0.448259716609863,0.624132901446167
"continuous",2,7,"calibration_slope",1.10993237440486,1.00002114171483,0.109911232690036
"logistic",2,7,"r2",,,
"logistic",2,7,"rmse",,,
"logistic",2,7,"mae",,,
"logistic",2,7,"auc",0.848958333333333,0.826041666666667,0.0229166666666667
"logistic",2,7,"brier_score",0.167050102814972,0.173903615419589,0.00685351260461742
"logistic",2,7,"log_loss",0.503047050588138,0.530465653812561,0.0274186032244232
"logistic",2,7,"calibration_intercept",0.0954169026586936,0.100106925484551,0.0046900228258578
"logistic",2,7,"calibration_slope",1.35089833048832,0.847121314115806,0.503777016372512
"continuous",3,7,"r2",0.303017498458841,0.295335597676279,0.00768190078256226
"continuous",3,7,"rmse",4.13563177192232,4.15836007129213,0.0227282993698097
"continuous",3,7,"mae",3.50035359112018,3.41485255275935,0.085501038360829
"continuous",3,7,"auc",,,
"continuous",3,7,"brier_score",,,
"continuous",3,7,"log_loss",,,
"continuous",3,7,"calibration_intercept",-0.131593618703183,-0.455399539733521,0.323805921030338
"continuous",3,7,"calibration_slope",0.91396602475964,0.78372018407347,0.13024584068617
"logistic",3,7,"r2",,,
"logistic",3,7,"rmse",,,
"logistic",3,7,"mae",,,
"logistic",3,7,"auc",0.792708333333333,0.80625,0.0135416666666667
"logistic",3,7,"brier_score",0.187778052666927,0.183747341869227,0.00403071079770029
"logistic",3,7,"log_loss",0.54292115516206,0.538936632735454,0.0039845224266063
"logistic",3,7,"calibration_intercept",-0.078045512139902,-0.224714449679974,0.146668937540072
"logistic",3,7,"calibration_slope",0.873115983660878,0.695765804413316,0.177350179247562
"continuous",4,7,"r2",0.427150994712247,0.385476641833746,0.0416743528785011
"continuous",4,7,"rmse",3.6837675265653,3.81541103171754,0.131643505152242
"continuous",4,7,"mae",2.87317973237549,2.99846068574716,0.125280953371673
"continuous",4,7,"auc",,,
"continuous",4,7,"brier_score",,,
"continuous",4,7,"log_loss",,,
"continuous",4,7,"calibration_intercept",1.48841227171532,0.870343324966166,0.61806894674915
"continuous",4,7,"calibration_slope",1.25939886345795,1.11089821040205,0.148500653055897
"logistic",4,7,"r2",,,
"logistic",4,7,"rmse",,,
"logistic",4,7,"mae",,,
"logistic",4,7,"auc",0.870833333333333,0.88125,0.0104166666666666
"logistic",4,7,"brier_score",0.149719223616486,0.141162578238102,0.00855664537838322
"logistic",4,7,"log_loss",0.460383912756714,0.442579534046753,0.0178043787099602
"logistic",4,7,"calibration_intercept",0.059828077362977,-0.00503587386494721,0.0648639512279243
"logistic",4,7,"calibration_slope",1.50453986084467,1.18258354405679,0.321956316787878
"continuous",5,7,"r2",0.279432519730938,0.225513936818227,0.0539185829127105
"continuous",5,7,"rmse",4.66237534201659,4.83366677619928,0.171291434182691
"continuous",5,7,"mae",3.49245043321576,3.62697305675366,0.134522623537902
"continuous",5,7,"auc",,,
"continuous",5,7,"brier_score",,,
"continuous",5,7,"log_loss",,,
"continuous",5,7,"calibration_intercept",-0.177739213234424,-1.53211867064402,1.35437945740959
"continuous",5,7,"calibration_slope",1.14545997970938,0.83827824428893,0.307181735420449
"logistic",5,7,"r2",,,
"logistic",5,7,"rmse",,,
"logistic",5,7,"mae",,,
"logistic",5,7,"auc",0.861458333333333,0.852083333333333,0.00937500000000002
"logistic",5,7,"brier_score",0.157633267222724,0.160306992475559,0.00267372525283535
"logistic",5,7,"log_loss",0.480332964778246,0.481686703331988,0.00135373855374216
"logistic",5,7,"calibration_intercept",0.115632690301234,0.136180360826936,0.0205476705257019
"logistic",5,7,"calibration_slope",1.72177475953897,1.06343189621974,0.658342863319231
"continuous",1,8,"r2",0.260924096624126,0.220764635433057,0.0401594611910692
"continuous",1,8,"rmse",4.78456754377461,4.91283858787766,0.12827104410305
"continuous",1,8,"mae",3.59952503037704,3.66928585809148,0.0697608277144459
"continuous",1,8,"auc",,,
"continuous",1,8,"brier_score",,,
"continuous",1,8,"log_loss",,,
"continuous",1,8,"calibration_intercept",0.0410607317945885,-0.81762469223339,0.858685424027979
"continuous",1,8,"calibration_slope",1.15577506891736,0.963775239369748,0.191999829547612
"logistic",1,8,"r2",,,
"logistic",1,8,"rmse",,,
"logistic",1,8,"mae",,,
"logistic",1,8,"auc",0.816129032258065,0.767741935483871,0.0483870967741936
"logistic",1,8,"brier_score",0.176511064982293,0.2063810712195,0.0298700062372068
"logistic",1,8,"log_loss",0.5247557156125,0.595665575257464,0.070909859644964
"logistic",1,8,"calibration_intercept",0.175756203866169,0.145455025340558,0.030301178525611
"logistic",1,8,"calibration_slope",0.911566379589745,0.649553358936183,0.262013020653562
"continuous",2,8,"r2",0.223643774362136,0.169973146669648,0.0536706276924879
"continuous",2,8,"rmse",4.58637671504512,4.74225906530608,0.155882350260961
"continuous",2,8,"mae",3.46765850013526,3.58185972559279,0.114201225457531
"continuous",2,8,"auc",,,
"continuous",2,8,"brier_score",,,
"continuous",2,8,"log_loss",,,
"continuous",2,8,"calibration_intercept",0.475594143200254,-0.403324518236039,0.878918661436294
"continuous",2,8,"calibration_slope",0.978347931490756,0.774189418383177,0.204158513107579
"logistic",2,8,"r2",,,
"logistic",2,8,"rmse",,,
"logistic",2,8,"mae",,,
"logistic",2,8,"auc",0.761827956989247,0.771505376344086,0.00967741935483868
"logistic",2,8,"brier_score",0.207163247549739,0.204779519582252,0.00238372796748645
"logistic",2,8,"log_loss",0.589128917675159,0.578960500559146,0.0101684171160129
"logistic",2,8,"calibration_intercept",-0.24430437760379,-0.347169884461267,0.102865506857477
"logistic",2,8,"calibration_slope",0.846117099737619,0.708091470648065,0.138025629089554
"continuous",3,8,"r2",0.422509929913442,0.381686468789183,0.0408234611242585
"continuous",3,8,"rmse",4.4194231317054,4.57296312504607,0.153539993340678
"continuous",3,8,"mae",3.73589899527566,3.85679578958133,0.120896794305679
"continuous",3,8,"auc",,,
"continuous",3,8,"brier_score",,,
"continuous",3,8,"log_loss",,,
"continuous",3,8,"calibration_intercept",1.2331982263368,0.16544487730394,1.06775334903286
"continuous",3,8,"calibration_slope",1.27707882595297,1.08357308603932,0.193505739913659
"logistic",3,8,"r2",,,
"logistic",3,8,"rmse",,,
"logistic",3,8,"mae",,,
"logistic",3,8,"auc",0.909677419354839,0.904301075268817,0.0053763440860215
"logistic",3,8,"brier_score",0.121736108985793,0.127080613165958,0.00534450418016465
"logistic",3,8,"log_loss",0.383977865498353,0.397460008359501,0.0134821428611487
"logistic",3,8,"calibration_intercept",-0.18781657747946,-0.207435596317747,0.019619018838287
"logistic",3,8,"calibration_slope",1.47510954278281,1.42942340210242,0.0456861406803883
"continuous",4,8,"r2",0.360751072972827,0.399292283970383,0.0385412109975561
"continuous",4,8,"rmse",4.60388038775631,4.46293573496672,0.140944652789588
"continuous",4,8,"mae",3.64109524999982,3.61532212112279,0.0257731288770287
"continuous",4,8,"auc",,,
"continuous",4,8,"brier_score",,,
"continuous",4,8,"log_loss",,,
"continuous",4,8,"calibration_intercept",2.53946145753497,1.45086881794478,1.08859263959019
"continuous",4,8,"calibration_slope",1.31521831337381,1.04355300390539,0.271665309468426
"logistic",4,8,"r2",,,
"logistic",4,8,"rmse",,,
"logistic",4,8,"mae",,,
"logistic",4,8,"auc",0.802150537634409,0.801075268817204,0.00107526881720432
"logistic",4,8,"brier_score",0.179778429042617,0.189586185760572,0.00980775671795456
"logistic",4,8,"log_loss",0.532302299998204,0.5469362637113,0.0146339637130964
"logistic",4,8,"calibration_intercept",-0.169129544602306,-0.188951662861778,0.0198221182594721
"logistic",4,8,"calibration_slope",0.979657660771588,0.667184081921777,0.312473578849811
"continuous",5,8,"r2",0.315164093531244,0.289714811121719,0.0254492824095246
"continuous",5,8,"rmse",4.2469866486873,4.32517828314465,0.0781916344573466
"continuous",5,8,"mae",3.52049135062631,3.58473468793085,0.0642433373045419
"continuous",5,8,"auc",,,
"continuous",5,8,"brier_score",,,
"continuous",5,8,"log_loss",,,
"continuous",5,8,"calibration_intercept",0.505008591573958,0.143037424769603,0.361971166804356
"continuous",5,8,"calibration_slope",0.945845975975354,0.820884031553438,0.124961944421915
"logistic",5,8,"r2",,,
"logistic",5,8,"rmse",,,
"logistic",5,8,"mae",,,
"logistic",5,8,"auc",0.836559139784946,0.844086021505376,0.00752688172043015
"logistic",5,8,"brier_score",0.158927022189329,0.160145613831244,0.00121859164191443
"logistic",5,8,"log_loss",0.486225972309072,0.48270352089687,0.00352245141220231
"logistic",5,8,"calibration_intercept",0.00857343512193973,-0.166215150539065,0.174788585661004
"logistic",5,8,"calibration_slope",1.2343760828508,0.827085376376302,0.407290706474497
"continuous",1,9,"r2",0.232224187089586,0.140936534696739,0.091287652392847
"continuous",1,9,"rmse",3.8989692350192,4.1242522489543,0.225283013935097
"continuous",1,9,"mae",2.99896154525787,3.34164329319394,0.342681747936066
"continuous",1,9,"auc",,,
"continuous",1,9,"brier_score",,,
"continuous",1,9,"log_loss",,,
"continuous",1,9,"calibration_intercept",0.110222351892596,-0.500434085631335,0.610656437523931
"continuous",1,9,"calibration_slope",0.87668471744993,0.705874546658938,0.170810170790991
"logistic",1,9,"r2",,,
"logistic",1,9,"rmse",,,
"logistic",1,9,"mae",,,
"logistic",1,9,"auc",0.812013348164627,0.794215795328142,0.017797552836485
"logistic",1,9,"brier_score",0.173568875447464,0.186736654896472,0.0131677794490074
"logistic",1,9,"log_loss",0.528039192442417,0.59088484742206,0.0628456549796437
"logistic",1,9,"calibration_intercept",0.0586625662802097,-0.00955112602464244,0.0682136923048521
"logistic",1,9,"calibration_slope",1.12428994476829,0.657714307068198,0.466575637700093
"continuous",2,9,"r2",0.368910256348631,0.321960578389487,0.0469496779591432
"continuous",2,9,"rmse",4.1270341615165,4.27779506429803,0.150760902781535
"continuous",2,9,"mae",3.36744330216066,3.52900181473897,0.161558512578308
"continuous",2,9,"auc",,,
"continuous",2,9,"brier_score",,,
"continuous",2,9,"log_loss",,,
"continuous",2,9,"calibration_intercept",1.51484513306435,0.0971068854642659,1.41773824760009
"continuous",2,9,"calibration_slope",1.21287576074155,0.914392243708416,0.29848351703313
"logistic",2,9,"r2",,,
"logistic",2,9,"rmse",,,
"logistic",2,9,"mae",,,
"logistic",2,9,"auc",0.829810901001112,0.825361512791991,0.00444938820912122
"logistic",2,9,"brier_score",0.165460134224195,0.169228398702997,0.00376826447880263
"logistic",2,9,"log_loss",0.498502197759045,0.507171653354078,0.0086694555950324
"logistic",2,9,"calibration_intercept",-0.269192566621686,-0.32423094668986,0.0550383800681739
"logistic",2,9,"calibration_slope",1.44509897345773,0.925052129583713,0.520046843874018
"continuous",3,9,"r2",0.39420753380882,0.393458196505605,0.000749337303214914
"continuous",3,9,"rmse",4.34011657783055,4.34280001014959,0.00268343231903945
"continuous",3,9,"mae",3.22023952695335,3.15882002730175,0.0614194996515929
"continuous",3,9,"auc",,,
"continuous",3,9,"brier_score",,,
"continuous",3,9,"log_loss",,,
"continuous",3,9,"calibration_intercept",1.00263494690733,-0.377063189256273,1.3796981361636
"continuous",3,9,"calibration_slope",1.28369788128707,1.06464366032064,0.219054220966424
"logistic",3,9,"r2",,,
"logistic",3,9,"rmse",,,
"logistic",3,9,"mae",,,
"logistic",3,9,"auc",0.85650723025584,0.882091212458287,0.0255839822024472
"logistic",3,9,"brier_score",0.154228446786044,0.141336626983169,0.0128918198028753
"logistic",3,9,"log_loss",0.48635360835525,0.461039518864451,0.0253140894907984
"logistic",3,9,"calibration_intercept",0.145871446432157,0.471017458179571,0.325146011747414
"logistic",3,9,"calibration_slope",1.17216304735477,1.03722822770355,0.134934819651218
"continuous",4,9,"r2",0.214756297858904,0.0905139716475594,0.124242326211345
"continuous",4,9,"rmse",5.10099408808696,5.48972519571768,0.388731107630713
"continuous",4,9,"mae",4.01810009990329,4.27044062477097,0.252340524867686
"continuous",4,9,"auc",,,
"continuous",4,9,"brier_score",,,
"continuous",4,9,"log_loss",,,
"continuous",4,9,"calibration_intercept",0.600499655300965,-1.69709121498889,2.29759087028986
"continuous",4,9,"calibration_slope",1.29434905914465,0.814312540645046,0.480036518499602
"logistic",4,9,"r2",,,
"logistic",4,9,"rmse",,,
"logistic",4,9,"mae",,,
"logistic",4,9,"auc",0.834260289210234,0.826473859844271,0.00778642936596208
"logistic",4,9,"brier_score",0.173667042865005,0.178310362174991,0.00464331930998532
"logistic",4,9,"log_loss",0.518611676168426,0.52815816640688,0.00954649023845389
"logistic",4,9,"calibration_intercept",-0.200548928344538,-0.185811979903165,0.0147369484413729
"logistic",4,9,"calibration_slope",1.46074342042843,0.944860973996779,0.515882446431651
"continuous",5,9,"r2",0.302704083488943,0.311496878670329,0.00879279518138532
"continuous",5,9,"rmse",4.3732234964734,4.34556318102378,0.0276603154496122
"continuous",5,9,"mae",3.22343189149128,3.22564878706719,0.00221689557590832
"continuous",5,9,"auc",,,
"continuous",5,9,"brier_score",,,
"continuous",5,9,"log_loss",,,
"continuous",5,9,"calibration_intercept",-0.732751767205021,-0.910254877100046,0.177503109895025
"continuous",5,9,"calibration_slope",0.899707230218877,0.850693378950496,0.0490138512683804
"logistic",5,9,"r2",,,
"logistic",5,9,"rmse",,,
"logistic",5,9,"mae",,,
"logistic",5,9,"auc",0.859844271412681,0.862068965517241,0.00222469410456061
"logistic",5,9,"brier_score",0.158317176056142,0.154308141361837,0.00400903469430514
"logistic",5,9,"log_loss",0.478124582904413,0.465080923377042,0.0130436595273706
"logistic",5,9,"calibration_intercept",0.0658988548193645,0.0664924162759014,0.000593561456536829
"logistic",5,9,"calibration_slope",1.43985788129212,1.02942592144942,0.410431959842704
"continuous",1,10,"r2",0.459418621891421,0.44456559951886,0.0148530223725615
"continuous",1,10,"rmse",4.23321656932473,4.29097845352506,0.0577618842003291
"continuous",1,10,"mae",3.35501275060459,3.47373203077486,0.118719280170272
"continuous",1,10,"auc",,,
"continuous",1,10,"brier_score",,,
"continuous",1,10,"log_loss",,,
"continuous",1,10,"calibration_intercept",-0.182111613190852,-0.999635132836877,0.817523519646025
"continuous",1,10,"calibration_slope",1.16975505632424,1.03983043841753,0.129924617906704
"logistic",1,10,"r2",,,
"logistic",1,10,"rmse",,,
"logistic",1,10,"mae",,,
"logistic",1,10,"auc",0.887652947719689,0.885428253615128,0.00222469410456061
"logistic",1,10,"brier_score",0.13800973235086,0.136487523964027,0.00152220838683315
"logistic",1,10,"log_loss",0.436586937254541,0.431826847736868,0.00476008951767265
"logistic",1,10,"calibration_intercept",0.267678751379311,0.311308834281817,0.0436300829025069
"logistic",1,10,"calibration_slope",1.47613510587392,0.944391030614675,0.531744075259245
"continuous",2,10,"r2",0.402917867479647,0.41892848683448,0.0160106193548332
"continuous",2,10,"rmse",3.90478188054683,3.85207322521909,0.0527086553277352
"continuous",2,10,"mae",3.1442636782373,3.15722671254456,0.0129630343072686
"continuous",2,10,"auc",,,
"continuous",2,10,"brier_score",,,
"continuous",2,10,"log_loss",,,
"continuous",2,10,"calibration_intercept",0.638976186231177,-0.337626645151724,0.9766028313829
"continuous",2,10,"calibration_slope",1.12684370963329,0.920095797626148,0.206747912007137
"logistic",2,10,"r2",,,
"logistic",2,10,"rmse",,,
"logistic",2,10,"mae",,,
"logistic",2,10,"auc",0.836484983314794,0.825361512791991,0.0111234705228032
"logistic",2,10,"brier_score",0.161687072072392,0.165864855783152,0.00417778371075977
"logistic",2,10,"log_loss",0.49657648862088,0.519675092639309,0.0230986040184298
"logistic",2,10,"calibration_intercept",-0.0242736041281501,0.0108252959439791,0.0350989000721292
"logistic",2,10,"calibration_slope",1.10474362532599,0.74773979378106,0.357003831544925
"continuous",3,10,"r2",0.435225242973296,0.401568712985256,0.03365652998804
"continuous",3,10,"rmse",4.16735213037861,4.28972750599655,0.122375375617938
"continuous",3,10,"mae",3.37831972551248,3.41435632412836,0.0360365986158717
"continuous",3,10,"auc",,,
"continuous",3,10,"brier_score",,,
"continuous",3,10,"log_loss",,,
"continuous",3,10,"calibration_intercept",0.72907776819114,-0.114362149764861,0.843439917956001
"continuous",3,10,"calibration_slope",1.27090001199343,1.06469993781164,0.206200074181793
"logistic",3,10,"r2",,,
"logistic",3,10,"rmse",,,
"logistic",3,10,"mae",,,
"logistic",3,10,"auc",0.816462736373749,0.829810901001112,0.0133481646273638
"logistic",3,10,"brier_score",0.181441877059309,0.172927447668411,0.00851442939089725
"logistic",3,10,"log_loss",0.532230066186402,0.548093876741157,0.0158638105547547
"logistic",3,10,"calibration_intercept",0.26328348666687,0.365670965840814,0.102387479173944
"logistic",3,10,"calibration_slope",0.939202956948752,0.676387964453776,0.262814992494976
"continuous",4,10,"r2",0.257135297270961,0.20617198196333,0.0509633153076317
"continuous",4,10,"rmse",4.21703160743525,4.35928442759437,0.142252820159116
"continuous",4,10,"mae",3.42914628581257,3.52314036271876,0.093994076906188
"continuous",4,10,"auc",,,
"continuous",4,10,"brier_score",,,
"continuous",4,10,"log_loss",,,
"continuous",4,10,"calibration_intercept",-0.08006381892341,-0.658426228423115,0.578362409499706
"continuous",4,10,"calibration_slope",0.927484102126109,0.744822531986844,0.182661570139265
"logistic",4,10,"r2",,,
"logistic",4,10,"rmse",,,
"logistic",4,10,"mae",,,
"logistic",4,10,"auc",0.729699666295884,0.75194660734149,0.0222469410456062
"logistic",4,10,"brier_score",0.214912651243028,0.217508576567945,0.00259592532491668
"logistic",4,10,"log_loss",0.61867299651063,0.689747690226507,0.071074693715877
"logistic",4,10,"calibration_intercept",-0.298851404449618,-0.665308118955122,0.366456714505504
"logistic",4,10,"calibration_slope",0.722542920384164,0.466400203680852,0.256142716703312
"continuous",5,10,"r2",0.400855291840019,0.479427387823939,0.0785720959839201
"continuous",5,10,"rmse",4.32926990425972,4.03542663629191,0.293843267967815
"continuous",5,10,"mae",3.44490159764627,3.27959849388695,0.165303103759324
"continuous",5,10,"auc",,,
"continuous",5,10,"brier_score",,,
"continuous",5,10,"log_loss",,,
"continuous",5,10,"calibration_intercept",0.924969312988856,-0.324339208309687,1.24930852129854
"continuous",5,10,"calibration_slope",1.36858329713082,0.99425859021542,0.374324706915403
"logistic",5,10,"r2",,,
"logistic",5,10,"rmse",,,
"logistic",5,10,"mae",,,
"logistic",5,10,"auc",0.808676307007786,0.806451612903226,0.00222469410456072
"logistic",5,10,"brier_score",0.181231067020657,0.189879456972856,0.00864838995219913
"logistic",5,10,"log_loss",0.537256613410346,0.569980872790346,0.0327242593800001
"logistic",5,10,"calibration_intercept",0.42824958411121,0.631308995734665,0.203059411623454
"logistic",5,10,"calibration_slope",1.02375231116516,0.705767098964654,0.317985212200503
