"n_bruto","n_unicos_pos_deduplicacao","n_final","eventos_melhora","nao_eventos","n_empates_cobb_basal","n_modelo_linear","n_modelo_logistico","mesmas_linhas_nos_modelos"
621,618,615,317,298,10,615,615,TRUE
