"threshold","false_positive_rate","true_positive_rate"
0.255318117491468,0.473154362416107,0.924290220820189
0.254643895179231,0.47986577181208,0.924290220820189
0.251887045935259,0.486577181208054,0.924290220820189
0.24587336032454,0.486577181208054,0.930599369085173
0.245269413009644,0.493288590604027,0.930599369085173
0.244663283833304,0.5,0.930599369085173
0.241973447044684,0.506711409395973,0.930599369085173
0.237890666078418,0.513422818791946,0.930599369085173
0.235820925240169,0.520134228187919,0.930599369085173
0.235493773535853,0.526845637583893,0.930599369085173
0.232597873894197,0.533557046979866,0.930599369085173
0.229766902105993,0.540268456375839,0.930599369085173
0.224795924442047,0.540268456375839,0.933753943217666
0.222440196665516,0.546979865771812,0.933753943217666
0.222313531392721,0.553691275167785,0.933753943217666
0.215890440056359,0.557046979865772,0.933753943217666
0.212963374615645,0.560402684563758,0.933753943217666
0.211050477965836,0.567114093959732,0.933753943217666
0.207714357519569,0.573825503355705,0.933753943217666
0.207530908531389,0.580536912751678,0.933753943217666
0.207161326167539,0.583892617449664,0.933753943217666
0.205778980678716,0.587248322147651,0.933753943217666
0.202939512054396,0.593959731543624,0.933753943217666
0.199949054643874,0.600671140939597,0.933753943217666
0.191319327668107,0.600671140939597,0.936908517350158
0.187521115152595,0.60738255033557,0.936908517350158
0.186322299576576,0.610738255033557,0.936908517350158
0.186036855202797,0.610738255033557,0.943217665615142
0.185944453373243,0.610738255033557,0.946372239747634
0.185100562936232,0.614093959731544,0.946372239747634
0.182547192845227,0.620805369127517,0.946372239747634
0.181923942461515,0.620805369127517,0.952681388012618
0.181687754118241,0.62751677852349,0.952681388012618
0.18017241180472,0.634228187919463,0.952681388012618
0.179718997453656,0.640939597315436,0.952681388012618
0.179649276007063,0.647651006711409,0.952681388012618
0.167406560528404,0.651006711409396,0.952681388012618
0.166130055153585,0.654362416107383,0.952681388012618
0.165280684174084,0.654362416107383,0.958990536277603
0.16461879012889,0.657718120805369,0.958990536277603
0.161829433087834,0.661073825503356,0.958990536277603
0.160388088870172,0.667785234899329,0.958990536277603
0.154239670604966,0.674496644295302,0.958990536277603
0.154091845349096,0.677852348993289,0.958990536277603
0.142552504263498,0.677852348993289,0.965299684542587
0.140119405804783,0.677852348993289,0.971608832807571
0.138969519445954,0.681208053691275,0.971608832807571
0.133748728001538,0.684563758389262,0.971608832807571
0.133364242833329,0.691275167785235,0.971608832807571
0.132560660885142,0.691275167785235,0.974763406940063
0.132083934810988,0.697986577181208,0.974763406940063
0.130427996308924,0.701342281879195,0.974763406940063
0.129754519151421,0.701342281879195,0.981072555205047
0.128853662760863,0.704697986577181,0.984227129337539
0.124985337995657,0.708053691275168,0.984227129337539
0.122065785772725,0.714765100671141,0.984227129337539
0.121491724981868,0.718120805369127,0.984227129337539
0.119171033312327,0.724832214765101,0.984227129337539
0.114534793508472,0.731543624161074,0.984227129337539
0.114178612300582,0.73489932885906,0.984227129337539
0.112491672812971,0.73489932885906,0.987381703470032
0.110051448112461,0.741610738255034,0.987381703470032
0.105002752800456,0.748322147651007,0.987381703470032
0.103530764600245,0.751677852348993,0.987381703470032
0.100240911245207,0.758389261744966,0.987381703470032
0.0965075579259199,0.761744966442953,0.987381703470032
0.0934263869411407,0.768456375838926,0.987381703470032
0.0933258912106087,0.775167785234899,0.987381703470032
0.0920130295291054,0.781879194630873,0.987381703470032
0.0914008512183377,0.785234899328859,0.987381703470032
0.0900146923775637,0.788590604026846,0.987381703470032
0.0884301215496242,0.795302013422819,0.987381703470032
0.0878531982175247,0.802013422818792,0.987381703470032
0.0872345777910697,0.802013422818792,0.993690851735016
0.0855900499612506,0.808724832214765,0.993690851735016
0.0826148495302856,0.812080536912752,0.993690851735016
0.0820954005112268,0.815436241610738,0.993690851735016
0.081301860031987,0.822147651006711,0.993690851735016
0.0774660938721546,0.825503355704698,0.993690851735016
0.0767893822098327,0.832214765100671,0.993690851735016
0.0763783342009116,0.835570469798658,0.993690851735016
0.0747117411589927,0.842281879194631,0.993690851735016
0.072372603616745,0.848993288590604,0.993690851735016
0.0723413944667479,0.852348993288591,0.993690851735016
0.0682449692945156,0.859060402684564,0.993690851735016
0.0656342085497502,0.865771812080537,0.993690851735016
0.0645614808151256,0.87248322147651,0.993690851735016
0.0631235693212444,0.875838926174497,0.993690851735016
0.0628329060498054,0.879194630872483,0.993690851735016
0.0615516571278703,0.885906040268456,0.993690851735016
0.0604465606875962,0.89261744966443,0.993690851735016
0.0568535227869497,0.899328859060403,0.993690851735016
0.0546601315714762,0.906040268456376,0.993690851735016
0.0511145674254441,0.909395973154362,0.993690851735016
0.0499738719868004,0.909395973154362,1
0.0481642145482754,0.912751677852349,1
0.0462947561530785,0.919463087248322,1
0.0420390434197188,0.926174496644295,1
0.0417671975721238,0.929530201342282,1
0.0349801708353811,0.932885906040268,1
0.0348169213654253,0.936241610738255,1
0.0336352503874717,0.939597315436242,1
0.0302590899848765,0.942953020134228,1
0.0284749934459167,0.946308724832215,1
0.026439771352808,0.949664429530201,1
0.0260521898597034,0.953020134228188,1
0.0254302252190026,0.959731543624161,1
0.0220263226504023,0.963087248322148,1
0.0209618208087101,0.969798657718121,1
0.0207374595918313,0.973154362416107,1
0.0173465357132964,0.976510067114094,1
0.0158613381030968,0.979865771812081,1
0.0134058638910219,0.983221476510067,1
0.0106377837517508,0.986577181208054,1
0.00854632557440094,0.98993288590604,1
0.00768381140098902,0.993288590604027,1
0.00759390416767012,0.996644295302013,1
0.00655661182701175,1,1
-Inf,1,1
