term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),5.76135725112011e-10,0.10392150170989321,5.543951113412014e-9,0.999999995576567,-0.20384087589474736,0.20411056998380925
preditor_linear,1.0000000030611802,0.08294337088287289,12.056418643429788,1.794163986079549e-33,0.8446185080966602,1.1702245351574654
