n_delta_disponivel,n_melhora,n_sem_melhora,pct_melhora,n_progressao,n_sem_progressao,pct_progressao,n_estavel,pct_estavel
621,320,301,51.52979066022544,25,596,4.025764895330113,276,44.44444444444444
