n_delta,media_delta,dp_delta,mediana_delta,q1_delta,q3_delta,minimo_delta,maximo_delta,media_cobb_inicial,dp_cobb_inicial,media_cobb_6m,dp_cobb_6m
621,-4.645732689210954,5.350921113293286,-5,-8,-1,-23,13,36.63607085346216,5.613025176647739,31.99033816425121,7.663691314430655
