n,eventos,prevalencia,auc,auc_ic95_inferior,auc_ic95_central,auc_ic95_superior,brier,log_loss,probabilidade_minima,probabilidade_mediana,probabilidade_maxima
618,318,0.5145631067961165,0.8672693920335423,0.8391579355911853,0.8672693920335429,0.8953808484759005,0.1483223994307091,0.45658178001197103,0.006800748844471666,0.5137425687080538,0.9999853162626776
